1	0.17190013163619572
2	0.10683180143435796
3	0.0820590170721213
4	0.07039964323242505
5	0.04602000883056058
6	0.03700399978293313
7	0.0347807435836229
8	0.02709625330236223
9	0.03418832913868957
10	0.03494454837507672
11	0.025999313841263454
12	0.02757087287803491
13	0.021735697881215148
14	0.014837961488713821
15	0.023159880242827866
16	0.0156981174627112
17	0.013991439508067237
18	0.015174463029123016
19	0.016117867599758837
20	0.02088058279413316
21	0.01662787976157334
22	0.017006310841275588
23	0.011969496289061176
24	0.014755944669660594
25	0.015421965211215947
26	0.014990673141760958
27	0.01628146522367994
28	0.01050349971693423
29	0.015075174884663688
30	0.013608734537329938
31	0.014404142482413186
32	0.013045782275083993
33	0.0125026386231184
34	0.010655224426752992
35	0.010339789920383029
36	0.014866628063221773
37	0.009739136582033502
38	0.009983125711894698
39	0.013402030285861757
40	0.01367125872315632
41	0.012348006427701976
42	0.014002919611003663
43	0.01599351932398147
44	0.010064140841778781
45	0.01280853348887629
46	0.013874145302300652
47	0.009040210913452838
48	0.012657259021782212
49	0.012745831886099445
50	0.008359639750172695
